DWUS_BrandId,AX_RESPONSE_CODE,NAME,ATG_Start_Date,ATG_End_Date,Orders
MACYS,1413006,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413007,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413008,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413009,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413010,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413011,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414001,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414002,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,5
4S,1414003,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414004,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414005,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414006,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414007,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414008,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414009,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414010,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1414011,MM 4S DM LW CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415001,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415002,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,16
WSJ,1415003,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415004,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415005,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415006,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415007,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415008,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415009,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415010,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
WSJ,1415011,MM WSJ DM WSJ CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416001,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416002,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416003,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416004,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416005,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416006,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416007,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
VIRGIN,1416008,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/04/21,05/16/21,
4S,1730007,"RC 4S Email NPR Feb-21 NPR Grapecast, Listen First and 50...",02/05/21,03/26/21,14
WSJ,1830029,RC WSJ Web - Search Engine Google Offers Feb-21 None,02/05/21,04/30/21,29
WSJ,1833025,RC WSJ OTP - Newspaper Unspecified Feb-21 None,02/05/21,04/30/21,355
WSJ,AAER015,RC WSJ Email Worldata Feb-21 2 Saracosa Governo + 2 Glasses,02/05/21,07/03/21,7
WSJ,AAER016,RC WSJ Email Winery Direct Feb-21 2 bottles of Shroud Mou...,02/05/21,07/03/21,1
WSJ,AAER017,RC WSJ Email Worldata Feb-21 2 Saracosa Governo + 2 Glasses,02/05/21,07/03/21,3
WSJ,AAER018,RC WSJ Email Winery Direct Feb-21 2 bottles of Shroud Mou...,02/05/21,07/03/21,
WSJ,AAER019,RC WSJ Email Worldata Feb-21 2 Saracosa Governo + 2 Glasses,02/05/21,07/03/21,1
WSJ,AAER020,RC WSJ Email Winery Direct Feb-21 2 bottles of Shroud Mou...,02/05/21,07/03/21,
WSJ,AAER021,RC WSJ Email Worldata Feb-21 2 Saracosa Governo + 2 Glasses,02/05/21,07/03/21,3
WSJ,AAER022,RC WSJ Email Winery Direct Feb-21 2 bottles of Shroud Mou...,02/05/21,07/03/21,
4S,1725007,RC 4S Inserts - Magazine Winery Direct Feb-21 2 bottles o...,02/06/21,09/09/21,6
4S,1725008,RC 4S Inserts - Magazine National Geographic History Feb-...,02/06/21,09/09/21,52
4S,AC1E001,RC 4S Web - Others Winery Direct Feb-21 2 bottles of Shro...,02/06/21,06/04/21,
4S,AC1E002,RC 4S Web - Others National Geographic Feb-21 2 btls Tour...,02/06/21,06/04/21,
WSJ,1825024,RC WSJ Email Unspecified Feb-21 2 bottles of Saracosa and...,02/08/21,03/29/21,34
WSJ,1825025,RC WSJ Email Unspecified Feb-21 2 bottles of Saracosa and...,02/08/21,03/29/21,36
WSJ,1825026,RC WSJ Email Unspecified Feb-21 2 bottles of Saracosa and...,02/08/21,03/29/21,18
WSJ,1825027,RC WSJ Email Unspecified Feb-21 2 bottles of Shroud Mount...,02/08/21,03/29/21,6
WSJ,1825028,RC WSJ Email Unspecified Feb-21 2 bottles of Shroud Mount...,02/08/21,03/29/21,6
WSJ,1825029,RC WSJ Email Unspecified Feb-21 2 bottles of Shroud Mount...,02/08/21,03/29/21,2
WSJ,AADA001,UP WSJ Email Unspecified Feb-21 None,02/09/21,04/13/21,106
WSJ,AADA002,UP WSJ Email Unspecified Feb-21 None,02/09/21,04/13/21,
4S,AAET001,RC 4S OTP - Magazine Winery Direct Feb-21 2 bottles of Sh...,02/09/21,06/15/21,1
4S,AAET002,RC 4S OTP - Magazine Discover Magazine Feb-21 2 btls Tour...,02/09/21,06/15/21,2
WSJ,1834027,RC WSJ Inserts - Package Omaha Steaks Mar-21 2 Saracosa G...,02/10/21,11/20/21,
4S,1727013,RC 4S Inserts - Statements Welcomemat Services - New Move...,02/15/21,11/20/21,
4S,1739015,RC 4S Inserts - Statements Brylane Home & Kitchen PIP Mar...,02/15/21,11/20/21,1
4S,1739021,RC 4S Inserts - Statements National New Mover Co-op Mar-2...,02/15/21,11/20/21,
4S,1739031,RC 4S Inserts - Statements Michigan Bulb PIP Mar-21 2 bot...,02/15/21,11/20/21,
4S,1761043,RC 4S Inserts - Statements Brecks Dutch Bulb Mar-21 2 bot...,02/15/21,09/04/21,
4S,1761044,RC 4S Inserts - Statements Brecks Dutch Bulb Mar-21 2 bot...,02/15/21,09/04/21,
WSJ,1819013,RC WSJ Inserts - Package Default Mar-21 2 Saracosa Govern...,02/15/21,11/20/21,
WSJ,1819014,RC WSJ Inserts - Package Winery Direct Mar-21 2 bottles o...,02/15/21,11/20/21,
WSJ,1819019,RC WSJ Inserts - Package Puritan's Pride Mar-21 2 Saracos...,02/15/21,11/20/21,
WSJ,1834026,RC WSJ Inserts - Package Omaha Steaks Mar-21 2 Saracosa G...,02/15/21,11/20/21,
WSJ,1836015,RC WSJ Inserts - Statements Barnes & Noble.com Mar-21 2 S...,02/15/21,11/20/21,
WSJ,AADG004,RC WSJ Inserts - Statements Home Chef Mar-21 2 Saracosa G...,02/15/21,11/20/21,2
WSJ,AADG005,RC WSJ Inserts - Statements Home Chef Mar-21 2 Saracosa G...,02/15/21,11/20/21,2
WSJ,AADG006,RC WSJ Inserts - Statements Home Chef Mar-21 2 Saracosa G...,02/15/21,11/20/21,3
WSJ,AADG007,RC WSJ Inserts - Statements Home Chef Mar-21 2 Saracosa G...,02/15/21,11/20/21,
WSJ,AADG008,RC WSJ Inserts - Statements Home Chef Mar-21 2 Saracosa G...,02/15/21,11/20/21,
WSJ,AADG009,RC WSJ Inserts - Statements Home Chef Mar-21 2 Saracosa G...,02/15/21,11/20/21,
WSJ,AADH008,RC WSJ Inserts - Statements Universal Screen Arts Mar-21 ...,02/15/21,11/20/21,
WSJ,AADH014,RC WSJ Inserts - Statements Welcome Wagon New Mover Gift ...,02/15/21,11/20/21,
WSJ,AC1L001,RC WSJ Email Winery Direct Mar-21 2 bottles of Shroud Mou...,02/15/21,06/13/21,
WSJ,AC1L002,RC WSJ Email Home Chef Mar-21 2 bottles of Saracosa and 2...,02/15/21,06/13/21,
MACYS,1413012,MM MACYS DM MACYS CM Direct Mail Mar21,02/16/21,04/30/21,
MACYS,1413013,MM MACYS DM MACYS CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414012,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414013,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414014,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414015,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414016,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414017,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414018,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
4S,1414019,MM 4S DM LW CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415012,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415013,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415014,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,1
WSJ,1415015,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415016,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415017,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415018,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1415019,MM WSJ DM WSJ CM Direct Mail Mar21,02/16/21,04/30/21,
VIRGIN,1416009,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/16/21,04/30/21,
VIRGIN,1416010,MM VIRGIN DM VIRGIN CM Direct Mail Mar21,02/16/21,04/30/21,
WSJ,1362002,EM WSJ Email Unspecified Mar-21 $20 eGift Card,02/19/21,04/02/21,
WSJ,1362003,EM WSJ Email Unspecified Mar-21 $20 eGift Card,02/19/21,04/02/21,
WSJ,1830030,RC WSJ Web - Search Engine Google Offers Mar-21 None,02/19/21,06/17/21,
WSJ,1832012,RC WSJ Web - Display Ads Unspecified Mar-21 1 bottle Sara...,02/19/21,04/18/21,
WSJ,1833024,RC WSJ OTP - Newspaper Unspecified Mar-21 None,02/19/21,06/25/21,
WSJ,AAEY001,RC WSJ Inserts - Newspaper Winery Direct Mar-21 2 bottles...,02/19/21,07/04/21,
WSJ,AAEY002,RC WSJ Inserts - Newspaper Default Mar-21 2 Saracosa Gove...,02/19/21,07/04/21,
WSJ,AAEY003,RC WSJ Inserts - Newspaper New York Times Mar-21 2 Saraco...,02/19/21,07/04/21,
WSJ,AAEY004,RC WSJ Inserts - Newspaper New York Times Mar-21 2 Saraco...,02/19/21,07/04/21,
WSJ,AAEY005,RC WSJ Inserts - Newspaper Wall Street Journal Mar-21 2 S...,02/19/21,07/04/21,
WSJ,1362004,EM WSJ Email HOUSE FILE Mar-21 None,02/23/21,04/06/21,
WSJ,1855010,RC WSJ DM Default Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855011,RC WSJ DM Default Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855012,RC WSJ DM Default Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855013,RC WSJ DM Default Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855014,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855015,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855016,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855017,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855018,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855019,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855020,RC WSJ DM Multi Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855021,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855022,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855023,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855024,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855025,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855026,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855027,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855028,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855029,RC WSJ DM Multi Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855030,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855031,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855032,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855033,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855034,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855035,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855036,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855037,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855038,RC WSJ DM Multi Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855039,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855040,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855041,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855042,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855043,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855044,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855045,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855046,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855047,RC WSJ DM Multi Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855048,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855049,RC WSJ DM Wiland Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855050,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855051,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855052,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855053,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855054,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855055,RC WSJ DM Abacus Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855056,RC WSJ DM I-Behavior Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,
WSJ,1855057,RC WSJ DM WSJ Wine Club Cancels Mar-21 2 Saracosa Governo...,02/25/21,07/03/21,
WSJ,1855058,RC WSJ DM WSJ Wine Club Cancels Mar-21 2 Saracosa Governo...,02/25/21,07/03/21,
WSJ,1855059,RC WSJ DM Winery Direct Mar-21 2 bottles of Shroud Mounta...,02/25/21,07/03/21,
WSJ,1855060,RC WSJ DM Default Mar-21 2 Saracosa Governo + 2 Glasses,02/25/21,07/03/21,

