DWUS_BrandId,AX_RESPONSE_CODE,NAME,ATG_Start_Date,ATG_End_Date,Orders
4S,1734014,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/18/20,04/16/21,
4S,1734015,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/18/20,04/16/21,
4S,1734016,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/18/20,04/16/21,
4S,1734017,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/18/20,04/16/21,
4S,1734018,RC 4S Web - Search Engine Google Offers Jan-21 2 btls Tou...,12/18/20,04/16/21,257
4S,1734019,RC 4S Web - Search Engine Google Offers Jan-21 2 btls Tou...,12/18/20,04/16/21,4
4S,1734020,RC 4S Web - Search Engine Google Offers Jan-21 2 btls Tou...,12/18/20,04/16/21,2
4S,1734021,RC 4S Web - Search Engine Google Shopping Jan-21 2 btls T...,12/18/20,04/16/21,
4S,1734022,RC 4S Web - Search Engine Google Display Network Jan-21 2...,12/18/20,04/16/21,
4S,1734023,RC 4S Web - Search Engine Bing Jan-21 2 btls Tour du Roch...,12/18/20,04/16/21,82
4S,1734024,RC 4S Web - Search Engine Bing Jan-21 2 btls Tour du Roch...,12/18/20,04/16/21,
4S,1734025,RC 4S Web - Search Engine Bing Jan-21 2 btls Tour du Roch...,12/18/20,04/16/21,
4S,1734026,RC 4S Web - Search Engine Bing Shopping Jan-21 2 btls Tou...,12/18/20,04/16/21,1
4S,1739013,RC 4S Inserts - Statements Default Jan-21 2 bottles Drago...,12/18/20,09/22/21,
4S,1739014,RC 4S Inserts - Statements Winery Direct Jan-21 2 bottles...,12/18/20,09/22/21,131
4S,1739016,RC 4S Inserts - Statements LTD Commodities Jan-21 2 bottl...,12/18/20,09/22/21,13
4S,1739017,RC 4S Inserts - Statements National New Mover Co-op Jan-2...,12/18/20,09/22/21,164
4S,1739018,RC 4S Inserts - Statements National New Mover Co-op Jan-2...,12/18/20,09/22/21,181
4S,1739030,RC 4S Inserts - Statements Botanic Choice PIP Jan-21 2 bo...,12/18/20,09/22/21,2
WSJ,1834031,RC WSJ Inserts - Package Welcome Wagon New Mover Gift Boo...,12/18/20,09/22/21,55
WSJ,1834032,RC WSJ Inserts - Package Welcome Wagon New Mover Gift Boo...,12/18/20,09/22/21,52
WSJ,1836016,RC WSJ Inserts - Statements The Clymb Jan-21 2 Saracosa G...,12/18/20,09/22/21,12
WSJ,1836023,RC WSJ Inserts - Statements Lucky Vitamin PIP Jan-21 2 Sa...,12/18/20,09/22/21,37
WSJ,1932017,RC WSJ Web - Display Ads Wall Street Journal.com Jan-21 2...,12/18/20,01/15/22,8
WSJ,1932018,RC WSJ Web - Display Ads Wall Street Journal.com Jan-21 2...,12/18/20,01/15/22,3
WSJ,1932019,RC WSJ Web - Display Ads Wall Street Journal.com Jan-21 2...,12/18/20,01/15/22,12
WSJ,1932020,RC WSJ Web - Display Ads Wall Street Journal.com Jan-21 2...,12/18/20,01/15/22,4
WSJ,1932021,RC WSJ Web - Display Ads Wall Street Journal.com Jan-21 2...,12/18/20,01/15/22,1
WSJ,1932022,RC WSJ Web - Display Ads Wall Street Journal.com Jan-21 2...,12/18/20,01/15/22,4
4S,1985007,"RC 4S Web - Display Ads Unspecified Jan-21 TCM Cleopatra,...",12/18/20,07/14/21,323
4S,1985008,"RC 4S Web - Display Ads Unspecified Jan-21 TCM Cleopatra,...",12/18/20,07/14/21,62
4S,AACD001,RC 4S Web - Affiliates Rakuten Jan-21 2 bottles of Shroud...,12/18/20,07/14/21,17
WSJ,AADG001,RC WSJ Inserts - Statements Default Jan-21 2 Saracosa Gov...,12/18/20,09/22/21,
WSJ,AADG002,RC WSJ Inserts - Statements Winery Direct Jan-21 2 bottle...,12/18/20,09/22/21,36
WSJ,AADG003,RC WSJ Inserts - Statements Home Chef Jan-21 2 Saracosa G...,12/18/20,09/22/21,123
WSJ,AADG010,RC WSJ Inserts - Statements Winery Direct Jan-21 2 bottle...,12/18/20,09/22/21,9
WSJ,AADG011,RC WSJ Inserts - Statements Winery Direct Jan-21 2 bottle...,12/18/20,09/22/21,
WSJ,AADJ001,RC WSJ Inserts - Statements Default Jan-21 2 Saracosa Gov...,12/18/20,09/22/21,
WSJ,AADJ002,RC WSJ Inserts - Statements Winery Direct Jan-21 2 bottle...,12/18/20,09/22/21,21
WSJ,AADJ003,RC WSJ Inserts - Statements Home Chef Jan-21 2 Saracosa G...,12/18/20,09/22/21,145
4S,AADM003,"RC 4S Email TCM Jan-21 TCM Cleopatra, Elvis, Blue Brothers",12/18/20,01/15/22,
4S,AADM004,"RC 4S Email TCM Jan-21 TCM Cleopatra, Elvis, Blue Brothers",12/18/20,01/15/22,1
4S,AADQ010,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,1
4S,AADQ012,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,3
4S,AADQ013,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,
4S,AADQ014,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,
4S,AADQ015,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,
4S,AADQ016,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,
4S,AADQ017,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,
4S,AADQ018,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/18/20,04/15/21,
4S,AAEW001,RC 4S Web - Search Engine Winery Direct Jan-21 TCM James ...,12/18/20,04/12/21,69
4S,AAEW002,RC 4S Web - Search Engine Winery Direct Jan-21 TCM James ...,12/18/20,04/12/21,4
4S,AAEW003,RC 4S Web - Search Engine Winery Direct Jan-21 TCM James ...,12/18/20,04/12/21,1
4S,AAEW004,RC 4S Web - Search Engine Winery Direct Jan-21 TCM James ...,12/18/20,04/12/21,3
4S,AAEW005,RC 4S Web - Search Engine Winery Direct Jan-21 TCM James ...,12/18/20,04/12/21,1
4S,AAEW006,RC 4S Web - Search Engine Google Offers Jan-21 TCM James ...,12/18/20,04/12/21,205
4S,AAEW007,RC 4S Web - Search Engine Google Offers Jan-21 TCM James ...,12/18/20,04/12/21,10
4S,AAEW008,RC 4S Web - Search Engine Google Offers Jan-21 TCM James ...,12/18/20,04/12/21,
4S,AAEW009,RC 4S Web - Search Engine Google Shopping Jan-21 TCM Jame...,12/18/20,04/12/21,25
4S,AAEW010,RC 4S Web - Search Engine Google Display Network Jan-21 T...,12/18/20,04/12/21,
4S,AAEW011,"RC 4S Web - Search Engine Bing Jan-21 TCM James Dean, Elv...",12/18/20,04/12/21,67
4S,AAEW012,"RC 4S Web - Search Engine Bing Jan-21 TCM James Dean, Elv...",12/18/20,04/12/21,
4S,AAEW013,"RC 4S Web - Search Engine Bing Jan-21 TCM James Dean, Elv...",12/18/20,04/12/21,
4S,AAEW014,RC 4S Web - Search Engine Bing Shopping Jan-21 TCM James ...,12/18/20,04/12/21,
4S,1678001,UP 4S Telemarketing Unspecified Jan-21 None,12/19/20,04/16/21,
WSJ,1679001,UP WSJ Telemarketing Unspecified Jan-21 None,12/19/20,04/16/21,
VIRGIN,1681001,UP VIRGIN Telemarketing HOUSE FILE Jan-21 None,12/19/20,07/15/21,
MACYS,1682001,UP MACYS Telemarketing Unspecified Jan-21 3 btl Premium TBD,12/19/20,07/15/21,
4S,1683001,UP 4S Telemarketing HOUSE FILE Jan-21 None,12/19/20,07/15/21,
WSJ,1685001,UP WSJ Telemarketing Unspecified Jan-21 3 btl Premium TBD,12/19/20,04/16/21,
4S,1686001,UP 4S Telemarketing Unspecified Jan-21 3 btl Premium TBD,12/19/20,04/16/21,
WSJ,1687001,UP WSJ Telemarketing Unspecified Jan-21 3 btl Premium TBD,12/19/20,04/16/21,
WSJ,1688001,UP WSJ Telemarketing Unspecified Jan-21 None,12/19/20,07/15/21,
VIRGIN,1690001,UP VIRGIN Telemarketing Unspecified Jan-21 3 btl Premium TBD,12/19/20,07/15/21,
4S,1728013,RC 4S Web - Affiliates Rakuten Jan-21 2 bottles of Shroud...,12/19/20,07/17/21,37
4S,1728014,RC 4S Web - Affiliates Rakuten Jan-21 2 bottles Dragone S...,12/19/20,07/17/21,205
4S,1728015,RC 4S Web - Affiliates Rakuten Jan-21 2 bottles Dragone S...,12/19/20,07/17/21,13
4S,1728016,RC 4S Web - Affiliates Rakuten Jan-21 2 bottles Dragone S...,12/19/20,07/17/21,57
4S,1733013,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/19/20,07/17/21,24
4S,1733014,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/19/20,07/17/21,
4S,1733015,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/19/20,07/17/21,
4S,1733016,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/19/20,07/17/21,2
4S,1733017,RC 4S Web - Search Engine Winery Direct Jan-21 2 bottles ...,12/19/20,07/17/21,3
4S,1733018,RC 4S Web - Search Engine Google Offers Jan-21 2 bottles ...,12/19/20,07/17/21,207
4S,1733019,RC 4S Web - Search Engine Google Offers Jan-21 2 bottles ...,12/19/20,07/17/21,
4S,1733020,RC 4S Web - Search Engine Google Offers Jan-21 2 bottles ...,12/19/20,07/17/21,
4S,1733021,RC 4S Web - Search Engine Google Shopping Jan-21 2 bottle...,12/19/20,07/17/21,7
4S,1733022,RC 4S Web - Search Engine Google Display Network Jan-21 2...,12/19/20,07/17/21,
4S,1733023,RC 4S Web - Search Engine Bing Jan-21 2 bottles Dragone S...,12/19/20,07/17/21,33
4S,1733024,RC 4S Web - Search Engine Bing Jan-21 2 bottles Dragone S...,12/19/20,07/17/21,1
4S,1733025,RC 4S Web - Search Engine Bing Jan-21 2 bottles Dragone S...,12/19/20,07/17/21,
4S,1733026,RC 4S Web - Search Engine Bing Shopping Jan-21 2 bottles ...,12/19/20,07/17/21,
4S,1736013,RC 4S Walk up - Web WUW Jan-21 2 bottles of Shroud Mounta...,12/19/20,07/18/21,34
4S,1736014,RC 4S Walk up - Web WUW Jan-21 2 bottles of Shroud Mounta...,12/19/20,07/18/21,55
4S,1736015,RC 4S Walk up - Web WUW Jan-21 2 bottles Dragone Selezion...,12/19/20,07/18/21,15
4S,1736016,RC 4S Walk up - Web WUW Jan-21 2 bottles Dragone Selezion...,12/19/20,07/18/21,523
4S,1736017,RC 4S Walk up - Web WUW Jan-21 2 bottles Dragone Selezion...,12/19/20,07/18/21,9
4S,1736018,RC 4S Walk up - Web WUW Jan-21 2 bottles Dragone Selezion...,12/19/20,07/18/21,87
4S,1736019,RC 4S Walk up - Web WUW Jan-21 2 bottles Dragone Selezion...,12/19/20,07/18/21,
4S,1756025,RC 4S Web - Display Ads Southwest Airlines Jan-21 2 bottl...,12/19/20,07/15/21,21
4S,1756027,RC 4S Web - Display Ads Southwest Airlines Jan-21 2 bottl...,12/19/20,07/15/21,5
4S,1758015,RC 4S Web - Others Unspecified Jan-21 2 btls Tour du Roch...,12/19/20,04/16/21,446
4S,1758022,RC 4S Web - Others Recovery Codes Jan-21 2 bottles of Shr...,12/19/20,07/15/21,61
WSJ,1831013,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Shro...,12/19/20,07/17/21,14
WSJ,1831014,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Shro...,12/19/20,07/17/21,4
WSJ,1831015,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Shro...,12/19/20,07/17/21,214
WSJ,1831016,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,"1,180"
WSJ,1831017,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,63
WSJ,1831018,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,35
WSJ,1831019,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,82
WSJ,1831020,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,37
WSJ,1831021,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,82
WSJ,1831022,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,73
WSJ,1831023,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,5
WSJ,1831024,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,
WSJ,1831025,RC WSJ Walk up - Web Unspecified Jan-21 2 bottles of Sara...,12/19/20,07/17/21,
4S,1735007,RC 4S Web - Search Engine Google Offers Jan-21 NPR Grapec...,12/20/20,04/18/21,253
4S,1735008,RC 4S Web - Search Engine Google Offers Jan-21 NPR Grapec...,12/20/20,04/18/21,3
4S,1735009,RC 4S Web - Search Engine Google Offers Jan-21 NPR Grapec...,12/20/20,04/18/21,2
4S,1735010,"RC 4S Web - Search Engine Bing Jan-21 NPR Grapecast, List...",12/20/20,04/18/21,30
4S,1735011,"RC 4S Web - Search Engine Bing Jan-21 NPR Grapecast, List...",12/20/20,04/18/21,
4S,1735012,"RC 4S Web - Search Engine Bing Jan-21 NPR Grapecast, List...",12/20/20,04/18/21,1
4S,1735013,RC 4S Web - Search Engine Google Shopping Jan-21 NPR Grap...,12/20/20,04/18/21,18
4S,1735014,RC 4S Web - Search Engine Bing Shopping Jan-21 NPR Grapec...,12/20/20,04/18/21,2
4S,1735015,RC 4S Web - Search Engine Google Display Network Jan-21 N...,12/20/20,04/18/21,16
4S,1738007,"RC 4S Web - Display Ads NPR Jan-21 NPR Grapecast, Listen ...",12/20/20,04/17/21,13
4S,1738008,"RC 4S Web - Display Ads NPR Jan-21 NPR Grapecast, Listen ...",12/20/20,04/17/21,
4S,1738009,RC 4S Web - Display Ads shop.NPR.org Jan-21 NPR Grapecast...,12/20/20,04/17/21,54
4S,1738012,RC 4S Web - Display Ads Unspecified Jan-21 3 btl Premium TBD,12/20/20,04/17/21,
WSJ,1848015,RC WSJ Web - Others Unspecified Jan-21 2 Saracosa Governo...,12/20/20,07/16/21,159
WSJ,AC1J001,RC WSJ Web - Affiliates Rakuten Jan-21 2 bottles of Shrou...,12/20/20,07/18/21,
WSJ,AC1J002,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/20/20,07/18/21,
MACYS,1405015,MM MACYS DM MACYS CM Direct Mail Jan21,12/22/20,03/05/21,41
MACYS,1405016,MM MACYS DM MACYS CM Direct Mail Jan21,12/22/20,03/05/21,6
4S,1406015,MM 4S DM LW CM Direct Mail Jan21,12/22/20,03/05/21,154
4S,1406016,MM 4S DM LW CM Direct Mail Jan21,12/22/20,03/05/21,64
4S,1406017,MM 4S DM LW CM Direct Mail Jan21,12/22/20,03/05/21,13
WSJ,1407015,MM WSJ DM WSJ CM Direct Mail Jan21,12/22/20,03/05/21,260
WSJ,1407016,MM WSJ DM WSJ CM Direct Mail Jan21,12/22/20,03/05/21,110
WSJ,1407017,MM WSJ DM WSJ CM Direct Mail Jan21,12/22/20,03/05/21,31
VIRGIN,1408012,MM VIRGIN DM VIRGIN CM Direct Mail Jan21,12/22/20,03/05/21,34
VIRGIN,1408013,MM VIRGIN DM VIRGIN CM Direct Mail Jan21,12/22/20,03/05/21,1
WSJ,1826013,RC WSJ Web - Display Ads Facebook Jan-21 2 bottles of Shr...,12/22/20,07/18/21,10
WSJ,1826014,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,42
WSJ,1826015,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,54
WSJ,1826016,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,25
WSJ,1826017,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,15
WSJ,1826018,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,9
WSJ,1826019,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,36
WSJ,1826020,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,6
WSJ,1826021,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,65
WSJ,1826022,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,6
WSJ,1826023,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,8
WSJ,1826024,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826025,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826026,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,20
WSJ,1826027,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,9
WSJ,1826028,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,12
WSJ,1826029,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,4
WSJ,1826030,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826031,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,10
WSJ,1826032,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,13
WSJ,1826033,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,20
WSJ,1826034,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,4
WSJ,1826035,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,4
WSJ,1826036,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826037,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826038,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826039,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826040,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826041,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826042,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826043,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826044,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826045,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826046,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826047,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826048,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826049,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826050,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,9
WSJ,1826051,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,6
WSJ,1826052,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826053,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826054,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826055,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,4
WSJ,1826056,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,2
WSJ,1826057,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,2
WSJ,1826058,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826059,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826060,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826061,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826062,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,12
WSJ,1826063,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,7
WSJ,1826064,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,4
WSJ,1826065,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,4
WSJ,1826066,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826067,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826068,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826069,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,3
WSJ,1826070,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826071,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826072,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826073,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826074,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826075,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826076,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826077,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826078,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826079,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826080,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,14
WSJ,1826081,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826082,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826083,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826084,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826085,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826086,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826087,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826088,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826089,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826090,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826091,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826092,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826093,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826094,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826095,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826096,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826097,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826098,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826099,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826100,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826101,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826102,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826103,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826104,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826105,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,1
WSJ,1826106,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826107,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,2
WSJ,1826108,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826109,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826110,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826111,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826112,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826113,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826114,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826115,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826116,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
